Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,Over2.5,HomeOdd,DrawOdd,AwayOdd,Over2.5Odd,Under2.5Odd,HomeTeamTotalGoals,AwayTeamTotalGoals,AvgGoalsHomeTeam,AvgGoalsAwayTeam,TotalAttemptsHomeTeam,TotalAttemptsAwayTeam,KicksInsideAreaHomeTeam,KicksInsideAreaAwayTeam,KicksOutsideAreaHomeTeam,KicksOutsideAreaAwayTeam,HeadersHomeTeam,HeadersAwayTeam,StealsHomeTeam,StealsAwayTeam,FoulsHomeTeam,FoulsAwayTeam,CornersHomeTeam,CornersAwayTeam,ErrorsHomeTeam,ErrorsAwayTeam
18/11/2017,AEL,Apollon,1,0,H,FALSE,"2,15","3,00","3,90","2,63","1,44",8,9,"0,8","0,9",,,,,,,,,,,,,,,,
18/11/2017,Olympiakos,Levadeiakos,2,1,H,TRUE,"1,12","8,50","26,00","1,37","2,88",19,7,"1,9","0,7",,,,,,,,,,,,,,,,
19/11/2017,Giannina,Panetolikos,1,1,D,FALSE,"1,95","3,20","4,50","2,35","1,54",12,10,"1,2",1,,,,,,,,,,,,,,,,
19/11/2017,Panathinaikos,AEK,1,1,D,FALSE,"2,25","3,20","3,40","2,71","1,42",8,13,"0,8","1,3",,,,,,,,,,,,,,,,
19/11/2017,Platanias,Asteras Tripolis,0,3,A,TRUE,"2,20","3,00","3,80","2,42","1,52",5,7,"0,5","0,7",,,,,,,,,,,,,,,,
19/11/2017,Xanthi,Panionios,2,0,H,FALSE,"2,50","3,00","3,20","2,83","1,39",9,13,"0,9","1,3",,,,,,,,,,,,,,,,
20/11/2017,PAOK,Atromitos,2,1,H,TRUE,"1,40","4,10","11,00","2,28","1,57",12,11,"1,2","1,1",,,,,,,,,,,,,,,,
25/11/2017,Apollon,Lamia,1,1,D,FALSE,"2,15","3,00","3,90","2,80","1,40",9,8,"0,8181818182","0,7272727273",,,,,,,,,,,,,,,,
25/11/2017,Atromitos,Panathinaikos,1,1,D,FALSE,"2,40","2,85","3,50","2,86","1,38",12,9,"1,090909091","0,8181818182",,,,,,,,,,,,,,,,
25/11/2017,Giannina,Xanthi,1,1,D,FALSE,"2,30","3,00","3,50","2,64","1,44",13,11,"1,181818182",1,,,,,,,,,,,,,,,,
26/11/2017,Asteras Tripolis,Levadeiakos,2,0,H,FALSE,"2,00","3,00","4,60","2,59","1,46",10,8,"0,9090909091","0,7272727273",,,,,,,,,,,,,,,,
26/11/2017,Kerkyra,Olympiakos,1,3,A,TRUE,"13,00","5,75","1,25","1,85","1,90",7,21,"0,6363636364","1,909090909",,,,,,,,,,,,,,,,
26/11/2017,Panetolikos,AEL,3,1,H,TRUE,"1,80","3,10","5,75","2,52","1,48",11,9,1,"0,8181818182",,,,,,,,,,,,,,,,
26/11/2017,Panionios,PAOK,2,2,D,TRUE,"5,00","3,10","1,90","2,61","1,45",13,14,"1,181818182","1,272727273",,,,,,,,,,,,,,,,
27/11/2017,AEK,Platanias,3,0,H,TRUE,"1,18","6,75","17,00","1,65","2,14",14,5,"1,272727273","0,4545454545",,,,,,,,,,,,,,,,
02/12/2017,Asteras Tripolis,Kerkyra,4,0,H,TRUE,"1,72","3,40","5,75","2,47","1,50",12,8,1,"0,6666666667",,,,,,,,,,,,,,,,
02/12/2017,Olympiakos,Apollon,3,1,H,TRUE,"1,15","7,75","20,00","1,54","2,35",24,10,2,"0,8333333333",,,,,,,,,,,,,,,,
02/12/2017,Xanthi,PAOK,0,3,A,TRUE,"6,50","3,40","1,65","2,72","1,42",12,16,1,"1,333333333",,,,,,,,,,,,,,,,
03/12/2017,Lamia,Panetolikos,2,2,D,TRUE,"2,60","2,90","3,10","2,83","1,39",9,14,"0,75","1,166666667",,,,,,,,,,,,,,,,
03/12/2017,AEL,Giannina,1,1,D,FALSE,"2,35","2,90","3,60","2,70","1,42",10,14,"0,8333333333","1,166666667",,,,,,,,,,,,,,,,
03/12/2017,Levadeiakos,AEK,0,2,A,FALSE,"5,50","3,40","1,75","2,51","1,48",8,17,"0,6666666667","1,416666667",,,,,,,,,,,,,,,,
03/12/2017,Panathinaikos,Panionios,0,1,A,FALSE,"1,62","3,60","6,50","2,50","1,49",10,15,"0,8333333333","1,25",,,,,,,,,,,,,,,,
04/12/2017,Platanias,Atromitos,1,3,A,TRUE,"3,80","3,10","2,15","2,67","1,43",5,13,"0,4166666667","1,083333333",,,,,,,,,,,,,,,,
09/12/2017,AEL,Xanthi,1,0,H,FALSE,"2,50","2,95","3,20","2,79","1,40",11,12,"0,8461538462","0,9230769231",,,,,,,,,,,,,,,,
09/12/2017,Panetolikos,Olympiakos,1,4,A,TRUE,"6,25","3,80","1,60","1,99","1,76",16,27,"1,230769231","2,076923077",,,,,,,,,,,,,,,,
09/12/2017,Panionios,Platanias,2,1,H,TRUE,"1,48","4,10","7,75","2,19","1,63",16,6,"1,230769231","0,4615384615",,,,,,,,,,,,,,,,
10/12/2017,Apollon,Asteras Tripolis,1,3,A,TRUE,"2,80","3,00","2,75","2,61","1,45",11,16,"0,8461538462","1,230769231",,,,,,,,,,,,,,,,
10/12/2017,Atromitos,Levadeiakos,1,0,H,FALSE,"1,40","4,60","8,75","1,95","1,79",16,8,"1,230769231","0,6153846154",,,,,,,,,,,,,,,,
10/12/2017,Giannina,Lamia,1,1,D,FALSE,"1,75","3,25","5,75","2,72","1,42",15,11,"1,153846154","0,8461538462",,,,,,,,,,,,,,,,
10/12/2017,PAOK,Panathinaikos,4,0,H,TRUE,"1,42","4,20","9,00","2,30","1,57",19,10,"1,461538462","0,7692307692",,,,,,,,,,,,,,,,
11/12/2017,AEK,Kerkyra,3,1,H,TRUE,"1,10","9,50","29,00","1,55","2,35",19,8,"1,461538462","0,6153846154",,,,,,,,,,,,,,,,
16/12/2017,AEK,Apollon,0,0,D,FALSE,"1,13","8,25","23,00","1,57","2,30",22,12,"1,571428571","0,8571428571",,,,,,,,,,,,,,,,
16/12/2017,Kerkyra,Atromitos,1,3,A,TRUE,"3,60","3,10","2,20","2,36","1,53",9,17,"0,6428571429","1,214285714",,,,,,,,,,,,,,,,
16/12/2017,Platanias,PAOK,0,1,A,FALSE,"18,50","7,00","1,17","1,72","2,05",7,23,"0,5","1,642857143",,,,,,,,,,,,,,,,
17/12/2017,Asteras Tripolis,Panetolikos,0,0,D,FALSE,"2,05","3,20","4,00","2,23","1,61",19,17,"1,357142857","1,214285714",,,,,,,,,,,,,,,,
17/12/2017,Lamia,AEL,0,2,A,FALSE,"2,30","2,95","3,60","2,71","1,43",12,12,"0,8571428571","0,8571428571",,,,,,,,,,,,,,,,
17/12/2017,Olympiakos,Giannina,1,0,H,FALSE,"1,13","8,00","26,00","1,45","2,59",31,16,"2,214285714","1,142857143",,,,,,,,,,,,,,,,
17/12/2017,Xanthi,Panathinaikos,1,1,D,FALSE,"2,50","3,10","3,00","2,75","1,41",12,10,"0,8571428571","0,7142857143",,,,,,,,,,,,,,,,
18/12/2017,Levadeiakos,Panionios,2,1,H,TRUE,"2,70","2,95","2,70","2,65","1,43",8,18,"0,5714285714","1,285714286",,,,,,,,,,,,,,,,
06/01/2018,Panetolikos,AEK,1,4,A,TRUE,"5,50","3,60","1,70","2,30","1,57",17,22,"1,133333333","1,466666667",,,,,,,,,,,,,,,,
06/01/2018,Panionios,Kerkyra,3,1,H,TRUE,"1,62","3,75","6,00","2,14","1,66",19,10,"1,266666667","0,6666666667",,,,,,,,,,,,,,,,
06/01/2018,PAOK,Levadeiakos,5,0,H,TRUE,"1,13","8,25","23,00","1,58","2,29",24,10,"1,6","0,6666666667",,,,,,,,,,,,,,,,
07/01/2018,Giannina,Asteras Tripolis,0,0,D,FALSE,"2,35","2,90","3,20","2,39","1,53",16,19,"1,066666667","1,266666667",,,,,,,,,,,,,,,,
07/01/2018,Lamia,Xanthi,0,1,A,FALSE,"2,55","2,90","3,20","2,83","1,39",12,13,"0,8","0,8666666667",,,,,,,,,,,,,,,,
07/01/2018,AEL,Olympiakos,0,3,A,TRUE,"8,50","4,25","1,44","1,95","1,81",14,32,"0,9333333333","2,133333333",,,,,,,,,,,,,,,,
07/01/2018,Panathinaikos,Platanias,2,0,H,FALSE,"1,34","5,00","9,50","1,99","1,78",11,7,"0,7333333333","0,4666666667",,,,,,,,,,,,,,,,
08/01/2018,Apollon,Atromitos,0,3,A,TRUE,"3,20","3,00","2,45","2,65","1,44",12,20,"0,8","1,333333333",,,,,,,,,,,,,,,,
13/01/2018,Apollon,Panionios,1,1,D,FALSE,"2,80","2,85","2,70","2,67","1,43",12,22,"0,75","1,375",,,,,,,,,,,,,,,,
13/01/2018,Levadeiakos,Panathinaikos,3,2,H,TRUE,"3,30","2,90","2,30","2,69","1,43",10,13,"0,625","0,8125",,,,,,,,,,,,,,,,
13/01/2018,Xanthi,Platanias,3,2,H,TRUE,"1,40","4,00","8,50","2,27","1,58",14,7,"0,875","0,4375",,,,,,,,,,,,,,,,
14/01/2018,AEK,Giannina,3,1,H,TRUE,"1,19","5,50","11,50","1,75","2,01",26,16,"1,625",1,,,,,,,,,,,,,,,,
14/01/2018,Asteras Tripolis,AEL,3,1,H,TRUE,"1,75","3,30","4,75","2,49","1,49",19,14,"1,1875","0,875",,,,,,,,,,,,,,,,
14/01/2018,Atromitos,Panetolikos,0,1,A,FALSE,"1,55","3,70","6,25","2,36","1,54",23,18,"1,4375","1,125",,,,,,,,,,,,,,,,
14/01/2018,Kerkyra,PAOK,0,3,A,TRUE,"14,50","6,75","1,12","1,67","2,12",11,29,"0,6875","1,8125",,,,,,,,,,,,,,,,
15/01/2018,Olympiakos,Lamia,2,0,H,FALSE,"1,11","7,75","19,00","1,50","2,45",35,12,"2,1875","0,75",,,,,,,,,,,,,,,,
20/01/2018,AEL,AEK,0,0,D,FALSE,"6,75","3,90","1,55","2,34","1,55",15,29,"0,8823529412","1,705882353",,,,,,,,,,,,,,,,
20/01/2018,Panathinaikos,Kerkyra,4,0,H,TRUE,"1,30","4,75","13,50","2,04","1,74",15,11,"0,8823529412","0,6470588235",,,,,,,,,,,,,,,,
20/01/2018,Platanias,Levadeiakos,1,0,H,FALSE,"2,10","3,10","4,00","2,66","1,43",9,13,"0,5294117647","0,7647058824",,,,,,,,,,,,,,,,
21/01/2018,Giannina,Atromitos,2,2,D,TRUE,"2,70","2,95","2,95","2,61","1,45",17,23,1,"1,352941176",,,,,,,,,,,,,,,,
21/01/2018,Lamia,Asteras Tripolis,1,0,H,FALSE,"2,75","2,95","2,90","2,81","1,39",12,22,"0,7058823529","1,294117647",,,,,,,,,,,,,,,,
21/01/2018,Olympiakos,Xanthi,3,0,H,TRUE,"1,20","6,00","21,00","1,92","1,84",37,17,"2,176470588",1,,,,,,,,,,,,,,,,
21/01/2018,Panetolikos,Panionios,1,1,D,FALSE,"2,75","2,95","2,85","2,66","1,43",19,23,"1,117647059","1,352941176",,,,,,,,,,,,,,,,
21/01/2018,PAOK,Apollon,3,0,H,TRUE,"1,10","9,00","31,00","1,57","2,29",32,13,"1,882352941","0,7647058824",,,,,,,,,,,,,,,,
27/01/2018,AEK,Lamia,2,0,H,FALSE,"1,13","7,75","26,00","1,68","2,11",29,13,"1,611111111","0,7222222222",,,,,,,,,,,,,,,,
27/01/2018,Apollon,Panathinaikos,0,0,D,FALSE,"2,75","3,10","2,75","2,48","1,50",13,19,"0,7222222222","1,055555556",,,,,,,,,,,,,,,,
27/01/2018,Kerkyra,Platanias,2,0,H,FALSE,"2,55","3,00","3,10","2,51","1,48",11,10,"0,6111111111","0,5555555556",,,,,,,,,,,,,,,,
28/01/2018,Asteras Tripolis,Olympiakos,1,1,D,FALSE,"6,75","4,00","1,53","2,28","1,58",22,40,"1,222222222","2,222222222",,,,,,,,,,,,,,,,
28/01/2018,Atromitos,AEL,1,0,H,FALSE,"1,57","3,70","7,00","2,37","1,54",25,15,"1,388888889","0,8333333333",,,,,,,,,,,,,,,,
28/01/2018,Panetolikos,PAOK,0,1,A,FALSE,"6,50","4,20","1,53","2,13","1,68",20,35,"1,111111111","1,944444444",,,,,,,,,,,,,,,,
28/01/2018,Panionios,Giannina,0,1,A,FALSE,"1,87","3,40","4,50","2,44","1,51",24,19,"1,333333333","1,055555556",,,,,,,,,,,,,,,,
28/01/2018,Xanthi,Levadeiakos,2,1,H,TRUE,"1,70","3,40","6,00","2,50","1,48",17,13,"0,9444444444","0,7222222222",,,,,,,,,,,,,,,,
03/02/2018,Asteras Tripolis,Xanthi,1,1,D,FALSE,"1,78","3,40","5,25","2,56","1,47",23,19,"1,210526316",1,,,,,,,,,,,,,,,,
03/02/2018,AEL,Panionios,0,0,D,FALSE,"2,60","2,95","3,10","2,77","1,41",15,24,"0,7894736842","1,263157895",,,,,,,,,,,,,,,,
03/02/2018,Panathinaikos,Panetolikos,0,0,D,FALSE,"1,53","3,75","7,75","2,30","1,58",19,20,1,"1,052631579",,,,,,,,,,,,,,,,
04/02/2018,Giannina,PAOK,1,3,A,TRUE,"7,25","3,90","1,53","2,39","1,53",20,36,"1,052631579","1,894736842",,,,,,,,,,,,,,,,
04/02/2018,Lamia,Atromitos,1,1,D,FALSE,"2,90","2,90","2,75","2,78","1,40",13,26,"0,6842105263","1,368421053",,,,,,,,,,,,,,,,
04/02/2018,Levadeiakos,Kerkyra,2,0,H,FALSE,"1,80","3,25","5,25","2,34","1,56",14,13,"0,7368421053","0,6842105263",,,,,,,,,,,,,,,,
04/02/2018,Olympiakos,AEK,1,2,A,TRUE,"1,78","3,40","5,25","2,64","1,45",41,31,"2,157894737","1,631578947",,,,,,,,,,,,,,,,
05/02/2018,Platanias,Apollon,1,1,D,FALSE,"2,15","3,00","4,00","2,62","1,45",10,13,"0,5263157895","0,6842105263",,,,,,,,,,,,,,,,
10/02/2018,Giannina,Panathinaikos,2,1,H,TRUE,"2,25","3,10","3,20","2,51","1,48",21,19,"1,05","0,95",,,,,,,,,,,,,,,,
10/02/2018,Panionios,Lamia,1,0,H,FALSE,"1,67","3,25","5,75","2,57","1,46",24,14,"1,2","0,7",,,,,,,,,,,,,,,,
10/02/2018,Xanthi,Kerkyra,1,1,D,FALSE,"1,55","3,50","6,50","2,33","1,55",20,13,1,"0,65",,,,,,,,,,,,,,,,
11/02/2018,AEK,Asteras Tripolis,1,0,H,FALSE,"1,26","4,75","12,50","2,04","1,73",33,24,"1,65","1,2",,,,,,,,,,,,,,,,
11/02/2018,Apollon,Levadeiakos,1,1,D,FALSE,"2,05","2,95","3,90","2,65","1,43",14,16,"0,7","0,8",,,,,,,,,,,,,,,,
11/02/2018,Atromitos,Olympiakos,2,2,D,TRUE,"4,10","3,20","1,90","2,34","1,55",27,42,"1,35","2,1",,,,,,,,,,,,,,,,
11/02/2018,Panetolikos,Platanias,3,0,H,TRUE,"1,57","3,60","6,00","2,27","1,58",20,11,1,"0,55",,,,,,,,,,,,,,,,
12/02/2018,PAOK,AEL,3,0,H,TRUE,"1,13","7,25","18,00","1,52","2,39",39,15,"1,95","0,75",,,,,,,,,,,,,,,,
17/02/2018,Asteras Tripolis,Atromitos,0,1,A,FALSE,"2,45","2,85","3,40","2,75","1,42",24,29,"1,142857143","1,380952381",,,,,,,,,,,,,,,,
17/02/2018,Kerkyra,Apollon,2,0,H,FALSE,"2,45","2,90","3,40","2,67","1,44",14,15,"0,6666666667","0,7142857143",,,,,,,,,,,,,,,,
17/02/2018,Lamia,PAOK,0,2,A,FALSE,"10,00","4,60","1,36","2,25","1,60",14,42,"0,6666666667",2,,,,,,,,,,,,,,,,
18/02/2018,AEK,Xanthi,4,0,H,TRUE,"1,36","4,75","9,75","2,07","1,70",34,21,"1,619047619",1,,,,,,,,,,,,,,,,
18/02/2018,Levadeiakos,Panetolikos,1,2,A,TRUE,"2,70","2,95","2,95","2,64","1,44",17,23,"0,8095238095","1,095238095",,,,,,,,,,,,,,,,
18/02/2018,Olympiakos,Panionios,1,0,H,FALSE,"1,22","6,00","16,50","1,94","1,82",44,25,"2,095238095","1,19047619",,,,,,,,,,,,,,,,
18/02/2018,Platanias,Giannina,0,3,A,TRUE,"2,60","3,00","3,00","2,57","1,46",11,23,"0,5238095238","1,095238095",,,,,,,,,,,,,,,,
19/02/2018,AEL,Panathinaikos,0,1,A,FALSE,"2,95","3,00","2,65","2,78","1,41",15,20,"0,7142857143","0,9523809524",,,,,,,,,,,,,,,,
24/02/2018,Giannina,Levadeiakos,0,0,D,FALSE,"1,57","3,70","7,25","2,39","1,53",26,18,"1,181818182","0,8181818182",,,,,,,,,,,,,,,,
24/02/2018,Panathinaikos,Lamia,2,0,H,FALSE,"1,40","4,33","9,25","2,20","1,62",21,14,"0,9545454545","0,6363636364",,,,,,,,,,,,,,,,
24/02/2018,Panionios,Asteras Tripolis,0,0,D,FALSE,"2,00","3,10","4,40","2,61","1,45",25,24,"1,136363636","1,090909091",,,,,,,,,,,,,,,,
25/02/2018,AEL,Platanias,1,0,H,FALSE,"1,90","3,20","4,75","2,40","1,53",15,11,"0,6818181818","0,5",,,,,,,,,,,,,,,,
25/02/2018,Panetolikos,Kerkyra,1,0,H,FALSE,"1,53","3,75","7,50","2,50","1,49",25,16,"1,136363636","0,7272727273",,,,,,,,,,,,,,,,
25/02/2018,PAOK,Olympiakos,0,3,A,TRUE,"1,85","3,25","5,00","2,63","1,44",44,45,2,"2,045454545",,,,,,,,,,,,,,,,
25/02/2018,Xanthi,Apollon,2,0,H,FALSE,"1,85","3,20","5,00","2,54","1,48",21,15,"0,9545454545","0,6818181818",,,,,,,,,,,,,,,,
26/02/2018,Atromitos,AEK,1,1,D,FALSE,"3,50","3,00","2,30","2,60","1,46",30,38,"1,363636364","1,727272727",,,,,,,,,,,,,,,,
03/03/2018,Atromitos,Xanthi,1,0,H,FALSE,"1,67","3,50","6,00","2,50","1,48",31,23,"1,347826087",1,,,,,,,,,,,,,,,,
03/03/2018,Kerkyra,Giannina,1,1,D,FALSE,"2,55","3,10","2,95","2,48","1,49",16,26,"0,6956521739","1,130434783",,,,,,,,,,,,,,,,
03/03/2018,Platanias,Lamia,1,2,A,TRUE,"2,50","2,90","3,25","2,76","1,41",11,14,"0,4782608696","0,6086956522",,,,,,,,,,,,,,,,
04/03/2018,AEK,Panionios,1,0,H,FALSE,"1,30","5,00","13,00","2,15","1,64",39,25,"1,695652174","1,086956522",,,,,,,,,,,,,,,,
04/03/2018,Asteras Tripolis,PAOK,3,2,H,TRUE,"7,50","3,75","1,53","2,30","1,57",24,44,"1,043478261","1,913043478",,,,,,,,,,,,,,,,
04/03/2018,Levadeiakos,AEL,2,1,H,TRUE,"2,60","2,95","3,10","2,67","1,43",18,16,"0,7826086957","0,6956521739",,,,,,,,,,,,,,,,
04/03/2018,Olympiakos,Panathinaikos,1,1,D,FALSE,"1,45","4,25","7,75","2,03","1,72",48,23,"2,086956522",1,,,,,,,,,,,,,,,,
05/03/2018,Apollon,Panetolikos,2,1,H,TRUE,"2,20","3,10","3,60","2,59","1,46",15,26,"0,652173913","1,130434783",,,,,,,,,,,,,,,,
10/03/2018,AEL,Kerkyra,0,0,D,FALSE,"1,95","3,10","4,75","2,68","1,43",17,17,"0,7083333333","0,7083333333",,,,,,,,,,,,,,,,
10/03/2018,Panathinaikos,Asteras Tripolis,1,1,D,FALSE,"2,10","3,25","3,75","2,44","1,52",24,27,1,"1,125",,,,,,,,,,,,,,,,
10/03/2018,Panionios,Atromitos,2,2,D,TRUE,"2,90","3,00","2,70","2,70","1,43",25,32,"1,041666667","1,333333333",,,,,,,,,,,,,,,,
11/03/2018,Lamia,Levadeiakos,1,1,D,FALSE,"1,72","3,40","5,75","2,69","1,43",16,20,"0,6666666667","0,8333333333",,,,,,,,,,,,,,,,
11/03/2018,PAOK,AEK,0,3,A,TRUE,"1,67","3,60","5,75","2,52","1,48",46,40,"1,916666667","1,666666667",,,,,,,,,,,,,,,,
11/03/2018,Platanias,Olympiakos,0,4,A,TRUE,"13,00","5,75","1,25","1,62","2,22",12,49,"0,5","2,041666667",,,,,,,,,,,,,,,,
11/03/2018,Xanthi,Panetolikos,1,0,H,FALSE,"2,15","3,20","3,70","2,48","1,50",23,27,"0,9583333333","1,125",,,,,,,,,,,,,,,,
31/03/2018,Atromitos,PAOK,0,2,A,FALSE,"5,25","3,30","1,80","2,42","1,52",34,46,"1,36","1,84",,,,,,,,,,,,,,,,
31/03/2018,Levadeiakos,Olympiakos,1,1,D,FALSE,"9,50","4,75","1,36","1,82","1,94",21,53,"0,84","2,12",,,,,,,,,,,,,,,,
31/03/2018,Panetolikos,Giannina,1,0,H,FALSE,"2,10","2,95","4,25","2,35","1,55",27,27,"1,08","1,125",,,,,,,,,,,,,,,,
01/04/2018,AEK,Panathinaikos,3,0,H,TRUE,"1,45","4,10","8,50","2,25","1,60",43,25,"1,72",1,,,,,,,,,,,,,,,,
01/04/2018,Apollon,AEL,3,0,H,TRUE,"2,10","3,00","4,10","2,58","1,46",17,17,"0,7083333333","0,68",,,,,,,,,,,,,,,,
01/04/2018,Kerkyra,Lamia,0,0,D,FALSE,"2,25","2,95","3,80","2,68","1,42",17,17,"0,68","0,68",,,,,,,,,,,,,,,,
01/04/2018,Panionios,Xanthi,0,0,D,FALSE,"2,00","3,10","4,33","2,53","1,48",27,24,"1,08","0,96",,,,,,,,,,,,,,,,
02/04/2018,Asteras Tripolis,Platanias,4,0,H,TRUE,"1,26","5,50","13,00","1,70","2,09",28,12,"1,12","0,48",,,,,,,,,,,,,,,,
04/04/2018,Giannina,Apollon,0,1,A,FALSE,"2,05","3,20","4,00","2,43","1,52",27,20,"1,08","0,8",,,,,,,,,,,,,,,,
14/04/2018,Lamia,Apollon,0,0,D,FALSE,,,,"3,18","1,32",17,21,"0,6538461538","0,8076923077",,,,,,,,,,,,,,,,
14/04/2018,Levadeiakos,Asteras Tripolis,1,0,H,FALSE,"3,40","3,10","2,30","2,41","1,52",22,32,"0,8461538462","1,230769231",,,,,,,,,,,,,,,,
14/04/2018,PAOK,Panionios,3,1,H,TRUE,"1,13","8,25","23,00","1,63","2,17",48,27,"1,846153846","1,038461538",,,,,,,,,,,,,,,,
15/04/2018,AEL,Panetolikos,4,2,H,TRUE,"1,91","3,25","4,50","2,44","1,51",17,28,"0,6538461538","1,076923077",,,,,,,,,,,,,,,,
15/04/2018,Panathinaikos,Atromitos,1,0,H,FALSE,"2,75","3,10","2,75","2,53","1,48",25,34,"0,9615384615","1,307692308",,,,,,,,,,,,,,,,
15/04/2018,Platanias,AEK,0,1,A,FALSE,"26,00","9,00","1,11","1,48","2,52",12,46,"0,4615384615","1,769230769",,,,,,,,,,,,,,,,
15/04/2018,Xanthi,Giannina,3,0,H,TRUE,"1,95","3,20","4,40","2,48","1,49",24,27,"0,9230769231","1,038461538",,,,,,,,,,,,,,,,
16/04/2018,Olympiakos,Kerkyra,5,1,H,TRUE,"1,17","6,50","13,50","1,49","2,51",54,17,"2,076923077","0,6538461538",,,,,,,,,,,,,,,,
22/04/2018,AEK,Levadeiakos,2,0,H,FALSE,"1,08","13,00","23,00","1,50","2,50",47,23,"1,740740741","0,8518518519",,,,,,,,,,,,,,,,
22/04/2018,Apollon,Olympiakos,1,0,H,FALSE,"8,50","4,60","1,40","1,86","1,89",21,59,"0,7777777778","2,185185185",,,,,,,,,,,,,,,,
22/04/2018,Atromitos,Platanias,4,1,H,TRUE,"1,10","9,50","29,00","1,58","2,31",34,12,"1,259259259","0,4444444444",,,,,,,,,,,,,,,,
22/04/2018,Giannina,AEL,0,0,D,FALSE,"1,70","3,40","6,00","2,34","1,56",27,21,1,"0,7777777778",,,,,,,,,,,,,,,,
22/04/2018,Kerkyra,Asteras Tripolis,1,3,A,TRUE,"3,60","2,90","2,20","2,55","1,47",18,32,"0,6666666667","1,185185185",,,,,,,,,,,,,,,,
22/04/2018,Panetolikos,Lamia,1,0,H,FALSE,"2,30","2,90","3,30","2,76","1,41",30,17,"1,111111111","0,6296296296",,,,,,,,,,,,,,,,
22/04/2018,Panionios,Panathinaikos,0,3,A,TRUE,"2,30","3,00","3,60","2,45","1,52",28,26,"1,037037037","0,962962963",,,,,,,,,,,,,,,,
22/04/2018,PAOK,Xanthi,2,1,H,TRUE,"1,18","7,50","15,00","1,66","2,15",51,27,"1,888888889",1,,,,,,,,,,,,,,,,
29/04/2018,Asteras Tripolis,Apollon,2,1,H,TRUE,"1,22","6,50","13,50","1,75","2,00",35,22,"1,25","0,7857142857",,,,,,,,,,,,,,,,
29/04/2018,Kerkyra,AEK,0,0,D,FALSE,"14,00","6,25","1,22","1,64","2,16",19,49,"0,6785714286","1,75",,,,,,,,,,,,,,,,
29/04/2018,Lamia,Giannina,2,1,H,TRUE,"1,83","3,40","4,75","2,14","1,65",17,27,"0,6071428571","0,9642857143",,,,,,,,,,,,,,,,
29/04/2018,Levadeiakos,Atromitos,0,1,A,FALSE,"4,50","3,40","1,87","2,32","1,56",23,38,"0,8214285714","1,357142857",,,,,,,,,,,,,,,,
29/04/2018,Olympiakos,Panetolikos,4,0,H,TRUE,"1,30","5,75","9,00","1,63","2,17",59,31,"2,107142857","1,107142857",,,,,,,,,,,,,,,,
29/04/2018,Panathinaikos,PAOK,0,3,A,TRUE,"5,50","3,60","1,70","2,18","1,63",29,53,"1,035714286","1,892857143",,,,,,,,,,,,,,,,
29/04/2018,Platanias,Panionios,1,2,A,TRUE,"5,75","4,00","1,60","1,85","1,89",13,28,"0,4642857143",1,,,,,,,,,,,,,,,,
29/04/2018,Xanthi,AEL,1,0,H,FALSE,"1,30","5,00","12,50","2,14","1,65",28,21,1,"0,75",,,,,,,,,,,,,,,,
05/05/2018,Apollon,AEK,0,1,A,FALSE,"5,75","3,90","1,62","1,99","1,77",23,49,"0,7931034483","1,689655172",,,,,,,,,,,,,,,,
05/05/2018,Atromitos,Kerkyra,4,0,H,TRUE,"1,12","8,50","26,00","1,56","2,33",39,19,"1,344827586","0,6551724138",,,,,,,,,,,,,,,,
05/05/2018,AEL,Lamia,1,1,D,FALSE,"1,65","3,90","5,25","2,02","1,74",21,19,"0,724137931","0,6551724138",,,,,,,,,,,,,,,,
05/05/2018,PAOK,Platanias,3,0,H,TRUE,"1,02","17,50","67,00","1,15","4,83",56,14,"1,931034483","0,4827586207",,,,,,,,,,,,,,,,
06/05/2018,Giannina,Olympiakos,3,0,H,TRUE,"4,33","3,75","1,80","1,77","1,98",28,63,"0,9655172414","2,172413793",,,,,,,,,,,,,,,,
06/05/2018,Panetolikos,Asteras Tripolis,0,2,A,FALSE,"4,75","3,70","1,75","1,86","1,88",31,37,"1,068965517","1,275862069",,,,,,,,,,,,,,,,
06/05/2018,Panionios,Levadeiakos,2,0,H,FALSE,"1,60","4,10","5,50","1,74","2,01",30,23,"1,034482759","0,7931034483",,,,,,,,,,,,,,,,
07/05/2018,Panathinaikos,Xanthi,1,2,A,TRUE,"2,55","3,40","2,75","2,07","1,70",29,29,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2018,AEK,Giannina,2,0,H,FALSE,"1,35","4,75","10,50","2,11","1,68",0,0,0,0,,,,,,,,,,,,,,,,
25/08/2018,Apollon,AEL,0,1,A,FALSE,"2,30","3,00","3,50","2,58","1,45",0,0,0,0,,,,,,,,,,,,,,,,
25/08/2018,Panetolikos,Atromitos,1,2,A,TRUE,"2,90","2,95","2,75","2,63","1,44",0,0,0,0,,,,,,,,,,,,,,,,
25/08/2018,PAOK,Asteras Tripolis,1,0,H,FALSE,"1,20","6,25","16,50","1,84","1,89",0,0,0,0,,,,,,,,,,,,,,,,
26/08/2018,Olympiakos,Levadeiakos,1,0,H,FALSE,"1,13","8,00","23,00","1,60","2,22",0,0,0,0,,,,,,,,,,,,,,,,
